akillessene	N	akillesjänne
amputasjon	N	amputaatio
apati	N	apatia
bitestikkel	N	lisäkives
blindtarmbetennelse	N	umpilisäkkeen tulehdus
blodlegeme	N	verisolu
blodomløp	N	verenkierto
blodtrykksmåling	N	Verenpaineen mittaus
blære	N	rakko
blærekatarr	N	virtsarakontulehdus
blødning	N	verenvuoto
brekning	N	oksentaminen
brokk	N	tyrä
brystbein	N	rintalasta
brystmuskel	N	rintalihas
bukhinne	N	vatsakalvo
døvhet	N	kuurous
emfysem	N	keuhkolaajentuma emfyseema
fingerledd	N	sorminivel
galleblære	N	sappirakko
gallegang	N	sappitiehyt
gallestein	N	sappikivi
gulsott	N	keltaisuus
helbredelse	N	parantuminen
hjemmesykepleier	N	kotisaairaanhoitaja
hjernestamme	N	aivorunko
hjertebank	N	sydämentykytys
hjertekammer	N	sydämen kammio
hjerteklaff	N	sydänläppä
hjertemuskel	N	sydänlihas
hjertesvikt	N	sydämen vajaatoiminta
hudavdeling	N	ihotautien osasto
håndbak	N	kädenvääntö
håndledd	N	käden nivel
inflammasjon	N	tulehdus
influensa	N	influenssa
inkubasjonstid	N	itämisaika
kjønnsleppe	N	häpyhuulet
kroppsvarme	N	kehonlämpö
kroppsvekt	N	kehonpaino
lammelse	N	halvaus
liktorn	N	liikavarvas
magesmerte	N	vatsakipu
mandel	N	nielurisa
muskelkrampe	N	lihaskramppi	suonenveto
navlestreng	N	napanuora
nyresykdom	N	munuaissairaus
onkologi	N	onkologia
plasma	N	plasma	veriplasma
polypp	N	polyyppi
pulsslag	N	syke	sydämen lyönti
pulsåre	N	valtimo
ryggmarg	N	selkäydin
salve	N	salva
sekresjon	N	erite
serum	N	seerumi
skulderledd	N	olkanivel
spyttkjertel	N	sylkirauhanen
stoffskiftesykdom	N	aineenvaihduntasairaus
strupelokk	N	kurkunkansi
stær	N	kaihi
sukk	N	huokaus
syfilis	N	kuppa	syfilis	lues
symfyse	N	häpykukkula	häpykumpu	venuskukkula
sædblære	N	rakkularauhanen
tannbein	N	hammasluu
tannemalje	N	kiille
tannkjøtt	N	ien
tannråte	N	hammasmätä	karies
tarmkanal	N	suolisto
tarmslyng	N	suolitukos	ileus
trommehinne	N	tärykalvo
ultralyd	N	ultraääni
urinblære	N	virtsarakko
urinleder	N	virtsajohdin
urinveisinfeksjon	N	virtsateidentulehdus
virusinfeksjon	N	virusinfektio
